Website Index,Original Bushing Information - Original Bushing Manufacturer,Original Bushing Information - Catalog Number,Replacement Information - Replacement Bushing Manufacturer,Replacement Information - ABB Style Number
722,G.E.,1B305,ABB,015K0060AE
723,G.E.,1B391,ABB,015K0060AE
724,G.E.,1B392,ABB,015J0060AE
725,G.E.,1B393,ABB,015J0060AE
726,G.E.,1B394,ABB,025K0060AE
727,G.E.,1B423,ABB,015K0500FE
728,G.E.,1B423BB,ABB,015J0500FE
729,G.E.,1B424,ABB,
730,G.E.,1B424BB,ABB,
731,G.E.,1B429,ABB,
732,G.E.,1B438,ABB,025K0060AV
733,G.E.,1B438BB,ABB,025J0060AV
734,G.E.,1B439,ABB,015K0200FL
735,G.E.,1B439BB,ABB,015J0200FL
736,G.E.,1B444,ABB,015K0040AH
737,G.E.,1B444BB,ABB,015J0040AH
738,G.E.,1B445,ABB,
739,G.E.,1B445BB,ABB,
740,G.E.,1B455,ABB,
741,G.E.,1B469,ABB,025K0700GF
742,G.E.,1B490,ABB,
743,G.E.,1B495,ABB,
744,G.E.,1B496,ABB,
745,G.E.,1B496BB,ABB,
746,G.E.,1B504,ABB,002J0500HA
747,G.E.,1B509,ABB,015K0060BB
748,G.E.,1B521,ABB,
749,G.E.,1B522,ABB,025K0200GV
750,G.E.,1B523,ABB,
751,G.E.,1B525,ABB,025K0400GX
752,G.E.,1B532,ABB,025K0200GT
753,G.E.,1B533,ABB,
754,G.E.,1B534,ABB,
755,G.E.,1B535,ABB,
756,G.E.,1B538,ABB,
757,G.E.,1B542,ABB,
758,G.E.,1B554,ABB,025J0500BU
759,G.E.,1B554BB,ABB,025J0500BU
760,G.E.,1B557,ABB,002J1000BA
762,G.E.,1B560,ABB,025J0450AM
763,G.E.,1B560BB,ABB,025J0450AM
764,G.E.,1B562,ABB,025K1200AS
765,G.E.,1B562BB,ABB,025J1200AS
766,G.E.,1B563,ABB,025K0950BL
767,G.E.,1B563BB,ABB,025J0950BL
770,G.E.,1B565,ABB,025J0600BN
771,G.E.,1B565BB,ABB,025J0600BN
772,G.E.,1B566,ABB,025J0750BK
773,G.E.,1B566BB,ABB,025J0750BK
775,G.E.,1B568BB,ABB,025J0450BG
776,G.E.,1B571,ABB,025K1200BB
777,G.E.,1B571BB,ABB,025J1200BB
780,G.E.,1B581,ABB,034K0040AA
781,G.E.,1B581BB,ABB,034J0040AA
782,G.E.,1B582,ABB,034K1200AD
783,G.E.,1B582BB,ABB,034J1200AD
784,G.E.,1B587,ABB,
785,G.E.,1B587BB,ABB,
786,G.E.,1B588,ABB,
787,G.E.,1B588BB,ABB,
788,G.E.,1B595,ABB,025K0750AN
789,G.E.,1B595BB,ABB,025J0750AN
790,G.E.,1B597,ABB,025K0600HG
791,G.E.,1B598,ABB,025K0600HJ
792,G.E.,1B599,ABB,
793,G.E.,1B613,ABB,015K0060AG
794,G.E.,1B628,ABB,015J0060AE
795,G.E.,1B638,ABB,025K0060AE
796,G.E.,1B638BB,ABB,025J0060AE
798,G.E.,1B639BB,ABB,025J0060AL
799,G.E.,1B642,ABB,
800,G.E.,1B644,ABB,
801,G.E.,1B644BB,ABB,
802,G.E.,1B646,ABB,
803,G.E.,1B647,ABB,025K0315GC
804,G.E.,1B648,ABB,025K0420GD
805,G.E.,1B649,ABB,025K0630AA
807,G.E.,1B652BB,ABB,015J0060AT
809,G.E.,1B654BB,ABB,025J0060AP
810,G.E.,1B655,ABB,025K0120AD
811,G.E.,1B655BB,ABB,025J0120AD
813,G.E.,1B656BB,ABB,009J0060AJ
814,G.E.,1B657,ABB,015K0060AE
815,G.E.,1B657BB,ABB,015J0060AE
816,G.E.,1B658,ABB,025K0060AL
817,G.E.,1B658BB,ABB,025J0060AL
818,G.E.,1B659,ABB,025K0060AE
819,G.E.,1B659BB,ABB,025J0060AE
821,G.E.,1B666BB,ABB,025B2200GS
822,G.E.,1B676,ABB,009K0300AN
823,G.E.,1B676BB,ABB,009J0300AN
825,G.E.,1B679BB,ABB,015J0060AF
829,G.E.,1B685BB,ABB,009J0350AG
831,G.E.,1B686BB,ABB,015J0300AQ
833,G.E.,1B687BB,ABB,015J0350AJ
834,G.E.,11b8421B689,ABB,015K0120AP
835,G.E.,1BBB,ABB,015J0120AP
836,G.E.,1B718BB,ABB,015J0060AE
837,G.E.,1B721,ABB,025J0060AE
838,G.E.,1B724,ABB,015J0060AE
839,G.E.,1B728,ABB,015J0060AE
840,G.E.,1B729,ABB,015K0060AE
841,G.E.,1B745,ABB,015K0060AT
843,G.E.,1B748BB,ABB,015J0060BB
845,G.E.,1B749BB,ABB,009J0060AJ
846,G.E.,1B750,ABB,015J0060AG
848,G.E.,1B752,ABB,015K0060AT
849,G.E.,1B754,ABB,025K0060AP
851,G.E.,1B756BB,ABB,015J0120BC
853,G.E.,1B759BB,ABB,015J0120BC
855,G.E.,1B785BB,ABB,009J0120AR
856,G.E.,1B786,ABB,015K0120AX
857,G.E.,1B786BB,ABB,015J0120AX
859,G.E.,1B796BB,ABB,015J0120AK
860,G.E.,1B799,ABB,015K0120BH
861,G.E.,1B799BB,ABB,015J0120BH
863,G.E.,1B805,ABB,009J0200AL
864,G.E.,1B808,ABB,
866,G.E.,1B812,ABB,015K0200FH
867,G.E.,1B812BB,ABB,015J0200FH
871,G.E.,1B816BB,ABB,015J0200AL
873,G.E.,1B818BB,ABB,025J0200AF
874,G.E.,1B827,ABB,015K0300AM
875,G.E.,1B827BB,ABB,015J0300AM
876,G.E.,1B833,ABB,
877,G.E.,1B837,ABB,015K0120AR
878,G.E.,1B837BB,ABB,015J0120AR
883,G.E.,1B841,ABB,015K0200FH
884,G.E.,1B841BB,ABB,015J0200FH
885,G.E.,1B847,ABB,
887,G.E.,1B863BB,ABB,025B2300GP
889,G.E.,1B869BB,ABB,015J0200AS
890,G.E.,1B873,ABB,015J0350AJ
891,G.E.,1B873BB,ABB,015J0350SV
892,G.E.,1B876,ABB,025J0300AG
895,G.E.,1B884,ABB,
896,G.E.,1B884BB,ABB,
899,G.E.,1B913BB,ABB,025J0600BD
904,G.E.,1B926,ABB,025J0600BJ
905,G.E.,1B928G1,ABB,015J0400AU
906,G.E.,1B928BB,ABB,015J0400AU
907,G.E.,1B932,ABB,025J0600BD
908,G.E.,1B946,ABB,015K0600AW
909,G.E.,-BB,ABB,015J0600AW
910,G.E.,1B955,ABB,025K0400GH
911,G.E.,1B956,ABB,025K0600HH
913,G.E.,1B972,ABB,025K0600HK
917,G.E.,1B974BB,ABB,025B1800GR
918,G.E.,1B976,ABB,
919,G.E.,1B979,ABB,
920,G.E.,1B979BB,ABB,
921,G.E.,1B985,ABB,
922,G.E.,1B986BB,ABB,025J1200SC
923,G.E.,1B986BB,ABB,025J1200BS
924,G.E.,1B991,ABB,
925,G.E.,1B995,ABB,
926,G.E.,1B997,ABB,
927,G.E.,2500972G1,ABB,069X1200US
928,G.E.,2500972G11,ABB,069X1200US
929,G.E.,2500972G4,ABB,069X1200US
930,G.E.,2500972G8,ABB,069X1200US
931,G.E.,2559093G1,ABB,069X0400AP
932,G.E.,2559093G6,ABB,069X0400AP
933,G.E.,2595919G1,ABB,069X0400AP
934,G.E.,2595919G2,ABB,069X0400AP
935,G.E.,2595919G6,ABB,069X0400AP
936,G.E.,2595919G7,ABB,069X0400AP
937,G.E.,2595920G1,ABB,069X0400MG
938,G.E.,2595920G2,ABB,069X0400MG
939,G.E.,2595920G3,ABB,069X0400MG
940,G.E.,2595920G4,ABB,069X0400MG
941,G.E.,2595920G5,ABB,069X0400MG
942,G.E.,2595920G6,ABB,069X0400MG
943,G.E.,2595920G7,ABB,069X0400MG
944,G.E.,2595920G8,ABB,069X0400MG
945,G.E.,2941836G1,ABB,115W0800AF
946,G.E.,2941836G3,ABB,115X0800AD
947,G.E.,2941836G5,ABB,115X0800AD
948,G.E.,2941836G6,ABB,115X0800AD
949,G.E.,2941836G8,ABB,115X0800AD
950,G.E.,2941845G1,ABB,046W1200RR
951,G.E.,2B352,ABB,015K0120BC
953,G.E.,3922604G1,ABB,138X0800AA
954,G.E.,3922604G2,ABB,138X0800AA
955,G.E.,3922604G4,ABB,138X0800AA
956,G.E.,3960001G2,ABB,015X1200AD
957,G.E.,3960001G3,ABB,015X1200AD
958,G.E.,3960001G5,ABB,015X1200AD
959,G.E.,3960001G6,ABB,015X1200AD
960,G.E.,3960007G1,ABB,025X0400AV
961,G.E.,3960007G4,ABB,025X0400AV
962,G.E.,3960013G1,ABB,034X0400AR
963,G.E.,3960013G4,ABB,034X0400AR
964,G.E.,3960024G2,ABB,025X0412AT
965,G.E.,3960024G6,ABB,025X0412AT
966,G.E.,3960024G8,ABB,025X0412AT
967,G.E.,3960026G1,ABB,025W1200UD
968,G.E.,3960026G2,ABB,025W1200UD
969,G.E.,3960026G8,ABB,025W1200UD
970,G.E.,3960052G10,ABB,025X0400UY
971,G.E.,3960052G4,ABB,025X0400UY
972,G.E.,3960075G3,ABB,046X1200AF
973,G.E.,3960083G1,ABB,069X0400MB
974,G.E.,3960803G1,ABB,046X0400UV
975,G.E.,3960803G6,ABB,046X0400UV
976,G.E.,3960804G1,ABB,069X0400AP
977,G.E.,3960804G62,ABB,069X0400AP
978,G.E.,3960810G3,ABB,069X1200US
979,G.E.,3960810G4,ABB,069X1200US
980,G.E.,3960810G8,ABB,069X1200US
981,G.E.,3960810G9,ABB,069X1200US
982,G.E.,3960814G1,ABB,069X0400AP
983,G.E.,3960814G6,ABB,069W0400AP
984,G.E.,3B001,ABB,015X0400AS
986,G.E.,3B004,ABB,046X0400AW
987,G.E.,3B005,ABB,015X0400UE
988,G.E.,3B006,ABB,025X0400AW
989,G.E.,3B007,ABB,034X0400AN
990,G.E.,3B008,ABB,046W0412UL
991,G.E.,3B009,ABB,069W0400MV
992,G.E.,3B010,ABB,015X1200AD
993,G.E.,3B015,ABB,015X0400UE
994,G.E.,3B020,ABB,025X0412AT
995,G.E.,3B024,ABB,025X0400UY
996,G.E.,3B025,ABB,025X0400AW
997,G.E.,3B033,ABB,034X0400UP
998,G.E.,3B034,ABB,034X0400UP
999,G.E.,3B040,ABB,046W1200RR
1000,G.E.,3B045,ABB,034X0400UP
1001,G.E.,3B49,ABB,015W2000AL
1002,G.E.,3B50,ABB,015W1200UZ
1003,G.E.,3B060,ABB,025X1200UJ
1004,G.E.,3B070,ABB,034X1200UM
1006,G.E.,3B101,ABB,015W0400AK
1007,G.E.,3B102,ABB,015X1200AA
1008,G.E.,3B105,ABB,025W1200UD
1009,G.E.,3B106,ABB,034W1200UG
1011,G.E.,3B120,ABB,015X1200AA
1012,G.E.,3B130,ABB,015W1200AA
1013,G.E.,3B150,ABB,015W2000AL
1014,G.E.,3B160,ABB,015W3000RH
1015,G.E.,3B170,ABB,025X0400AV
1016,G.E.,3B171,ABB,025X0400AV
1017,G.E.,3B172,ABB,025W1200UD
1018,G.E.,3B181BB,ABB,025W1200RN
1019,G.E.,3B190,ABB,025W1200UD
1020,G.E.,3B200,ABB,025W1200UD
1021,G.E.,3B201,ABB,025W1200UD
1022,G.E.,3B250,ABB,034X1200US
1023,G.E.,3B251G2,ABB,090527RJ00A
1024,G.E.,3B264,ABB,034X1200US
1025,G.E.,3B270,ABB,034W1200UG
1026,G.E.,3B271G1,ABB,034W0412RI
1027,G.E.,3B303,ABB,046X1200AF
1029,G.E.,3B331,ABB,046W1200AF
1030,G.E.,3B333,ABB,046X1200AF
1031,G.E.,3B361,ABB,069W0400MV
1032,G.E.,3B401,ABB,015W0400AS
1033,G.E.,3B402,ABB,015W1200AD
1034,G.E.,3B410,ABB,015W1200AD
1035,G.E.,3B412,ABB,015W1200AD
1036,G.E.,3B416,ABB,015W2000RC
1037,G.E.,3B418,ABB,015W3000AI
1038,G.E.,3B421,ABB,025W0400AM
1039,G.E.,3B430,ABB,025K0120BQ
1040,G.E.,3B432,ABB,025J0120BQ
1041,G.E.,3B440,ABB,034X1200UU
1043,G.E.,3B442,ABB,034W1200UU
1044,G.E.,3B452,ABB,034X1200UB
1045,G.E.,3B460,ABB,034W1200UU
1046,G.E.,3B461,ABB,034X0400AR
1047,G.E.,3B462,ABB,034X1200UU
1048,G.E.,3B481,ABB,046W0400AW
1049,G.E.,3B492,ABB,046W1200RR
1050,G.E.,3B521,ABB,069Z0400AP
1051,G.E.,3B532,ABB,069W1200RY
1052,G.E.,3B540,ABB,072X1200RZ
1053,G.E.,3B545,ABB,034T0200RY
1054,G.E.,3B552,ABB,069X1200RY
1055,G.E.,3B556,ABB,015X1200AA
1056,G.E.,3B561,ABB,034X0400UP
1058,G.E.,3B601,ABB,015W0400AB
1059,G.E.,3B603,ABB,015X2000UC
1060,G.E.,3B612,ABB,015W1200AE
1061,G.E.,3B616,ABB,015W2000UC
1062,G.E.,3B618,ABB,015W3000AT
1063,G.E.,3B626,ABB,025W0400AW
1064,G.E.,3B636,ABB,025W2000UG
1065,G.E.,3B638,ABB,025W3000UH
1067,G.E.,3B645,ABB,034X0400AN
1068,G.E.,3B652,ABB,034W1200UM
1069,G.E.,3B661,ABB,046W0400RN
1070,G.E.,3B662,ABB,046W1200RY
1073,G.E.,3B671,ABB,015X2000AZ
1076,G.E.,3B696,ABB,069W1200RV
1077,G.E.,3B741,ABB,069W1200UU
1078,G.E.,3B743,ABB,025W3000UL
1079,G.E.,3B747,ABB,034X3000AF
1080,G.E.,3B754,ABB,025W3000UL
1081,G.E.,3B768,ABB,015X1600AH
1082,G.E.,3B795,ABB,046X1200AF
1083,G.E.,3B851,ABB,025X2000UW
1084,G.E.,3B852BB,ABB,025W3000UL
1085,G.E.,3B856,ABB,025W3000RF
1087,G.E.,3B891,ABB,015W1200UZ
1088,G.E.,3B893,ABB,034X1200UM
1089,G.E.,5213094G1,ABB,115X0800AA
1090,G.E.,5213094G2,ABB,115X1216AK
1091,G.E.,5B067,ABB,015X2000UC
1092,G.E.,5B069,ABB,025W1200RA
1093,G.E.,5B184,ABB,015X4000UB
1094,G.E.,5B306,ABB,015W2000AM
1095,G.E.,5B307,ABB,015X2000AJ
1096,G.E.,5B317,ABB,015W2000RC
1097,G.E.,5B321,ABB,015W1200AF
1098,G.E.,5B336,ABB,015X0400UE
1099,G.E.,5B338,ABB,015W0400RK
1100,G.E.,5B341,ABB,034X0400UP
1101,G.E.,5B342,ABB,034X0400UR
1102,G.E.,5B355,ABB,025W1200RL
1104,G.E.,5B396,ABB,015W1200RD
1105,G.E.,5B450BB,ABB,025W2000UW
1106,G.E.,5B451,ABB,025X3000UL
1107,G.E.,5B472,ABB,034X2000AE
1108,G.E.,5B495,ABB,034X1200US
1109,G.E.,5B510,ABB,034X0400AV
1110,G.E.,5B511,ABB,115X0800AD
1111,G.E.,5B518,ABB,034X0400AN
1112,G.E.,5B559,ABB,015X1200AD
1113,G.E.,5B567,ABB,034W1200BD
1115,G.E.,5B583,ABB,015X2000AJ
1116,G.E.,5B614,ABB,069X0400UQ
1117,G.E.,5B618,ABB,069W0400MB
1119,G.E.,5B640,ABB,025X0400AW
1120,G.E.,5B689,ABB,015X1200AD
1121,G.E.,5B691,ABB,069W1200XR
1122,G.E.,5B705,ABB,034X0400AN
1123,G.E.,5B708,ABB,015X0400RK
1124,G.E.,5B709,ABB,015X0400RK
1125,G.E.,5B713,ABB,015X0400AB
1126,G.E.,5B718,ABB,015W0400UE
1127,G.E.,5B725,ABB,025W0400AQ
1128,G.E.,5B727,ABB,069W0400UQ
1129,G.E.,5B741,ABB,069X0400AP
1130,G.E.,5B742,ABB,069X0400AQ
1131,G.E.,5B819,ABB,015W1200RQ
1132,G.E.,5B822,ABB,034X1200US
1133,G.E.,5B825,ABB,015W2000AM
1134,G.E.,5B848,ABB,034X1200UM
1135,G.E.,5B878,ABB,025W1200UD
1136,G.E.,5B884,ABB,034X1200BD
1137,G.E.,5B903,ABB,034W1200BD
1138,G.E.,5B911,ABB,025X2000UW
1139,G.E.,5B925,ABB,015X2000AM
1140,G.E.,5B936,ABB,046W2000AG
1141,G.E.,5B972,ABB,015X3000AI
1142,G.E.,5B982BB,ABB,015W4000UH
1143,G.E.,5B984BB,ABB,025W4000RG
1144,G.E.,5B991,ABB,015X4000UB
1145,G.E.,673A329G1,ABB,
1146,G.E.,673A329G3,ABB,
1147,G.E.,673A329G4,ABB,
1148,G.E.,6B051,ABB,069W0400AP
1149,G.E.,6B071,ABB,069X0400AQ
1150,G.E.,6B081,ABB,069W0400XQ
1151,G.E.,6B083,ABB,069X1200US
1152,G.E.,6B088BB,ABB,069W1200US
1153,G.E.,6B142,ABB,115Z0800XA
1154,G.E.,6B262,ABB,196W0800DE
1156,G.E.,6B462,ABB,196W0800DE
1157,G.E.,6B561,ABB,115W0800AD
1158,G.E.,6B592,ABB,115W0800BW
1159,G.E.,6B605BB,ABB,115W1216AK
1161,G.E.,6B607,ABB,161W1216AJ
1162,G.E.,6B614BB,ABB,115W0800AF
1164,G.E.,6B644,ABB,115X0800XA
1165,G.E.,6B650,ABB,069X0400UP
1166,G.E.,6B661BB,ABB,196W0800DE
1169,G.E.,6B806,ABB,069W1200UU
1170,G.E.,6B808,ABB,069W0400AQ
1171,G.E.,6B812,ABB,115W0800UD
1172,G.E.,6B813,ABB,138W0800SD
1173,G.E.,6B822BB,ABB,115W0800XM
1174,G.E.,6B823BB,ABB,138W0800XN
1175,G.E.,6B824,ABB,161W0800BB
1176,G.E.,6B826,ABB,069X1200UU
1178,G.E.,7B165,ABB,115W0800BP
1183,G.E.,7B178,ABB,069X0400AP
1184,G.E.,7B210,ABB,161W0800SB
1185,G.E.,7B261,ABB,069X0400MB
1186,G.E.,7B263,ABB,161X0800UF
1187,G.E.,7B299BB,ABB,092W2000AF
1188,G.E.,7B327BB,ABB,069W2000UN
1189,G.E.,7B335,ABB,115X0800VQ
1191,G.E.,7B362,ABB,115W1200XR
1192,G.E.,7B365BB,ABB,115W0800XM
1193,G.E.,7B367,ABB,115W1200XR
1194,G.E.,7B369,ABB,115W0800XM
1195,G.E.,7B370,ABB,092W0800AH
1196,G.E.,7B371,ABB,115W0800AH
1197,G.E.,7B377,ABB,115W0800AH
1198,G.E.,7B379,ABB,015W2000AJ
1199,G.E.,7B379BB,ABB,015W2000AJ
1201,G.E.,7B381,ABB,115W0800AH
1202,G.E.,7B384BB,ABB,092W0800AG
1203,G.E.,7B385BB,ABB,069W1600MH
1204,G.E.,7B386,ABB,069W1600ML
1205,G.E.,7B386BB,ABB,069W1600ML
1206,G.E.,7B387,ABB,069W1600MM
1207,G.E.,7B387BB,ABB,069W1600MM
1210,G.E.,7B452,ABB,061113RJ00A
1212,G.E.,7B462,ABB,015X1200AE
1213,G.E.,7B462BB,ABB,015W1200AE
1214,G.E.,7B463,ABB,015W2000AU
1215,G.E.,7B463BB,ABB,015W2000AU
1216,G.E.,7B465,ABB,015X3000RG
1217,G.E.,7B465BB,ABB,015W3000RG
1218,G.E.,7B474,ABB,060705RJ00B
1219,G.E.,7B474BB,ABB,060705RJ00B
1220,G.E.,7B475,ABB,046X0412UT
1221,G.E.,7B475BB,ABB,046W0412UT
1222,G.E.,7B508,ABB,025X2000BK
1223,G.E.,7B508BB,ABB,025W2000BK
1224,G.E.,7B512,ABB,025X4000UN
1225,G.E.,7B512BB,ABB,025W4000UN
1226,G.E.,7B515BB,ABB,220720RJ00A
1227,G.E.,7B515BB,ABB,025W4000UU
1228,G.E.,7B520,ABB,034W2000UK
1229,G.E.,7B520BB,ABB,034W2000UK
1230,G.E.,7B521BB,ABB,025W0412AT
1231,G.E.,7B521BB,ABB,025W0400UY
1234,G.E.,1b517,ABB,025X1200UJ
1235,G.E.,7B524,ABB,025X1600UA
1236,G.E.,7B524BB,ABB,025W1600UA
1238,G.E.,7B526BB,ABB,025W0400AV
1239,G.E.,7B527,ABB,025X0400AW
1240,G.E.,7B527BB,ABB,025W0400AW
1241,G.E.,7B527BB,ABB,025X0400BV
1242,G.E.,7B529,ABB,025X0412UZ
1244,G.E.,7B529BB,ABB,025W0412UZ
1246,G.E.,7B531BB,ABB,034Z0400UP
1251,G.E.,7B534BB,ABB,034Z0412UT
1256,G.E.,7B540BB,ABB,034W2000UE
1260,G.E.,7B542BB,ABB,046W0412UL
1261,G.E.,7B545,ABB,046X2000UC
1262,G.E.,7B545BB,ABB,046W2000UC
1264,G.E.,7B546BB,ABB,046W0400UN
1266,G.E.,7B547BB,ABB,046W0400AX
1267,G.E.,7B548,ABB,046X3000UE
1268,G.E.,7B548BB,ABB,046W3000UE
1272,G.E.,7B551BB,ABB,025W2000UW
1276,G.E.,7B553BB,ABB,025W3000UL
1278,G.E.,7B554BB,ABB,034W2000CA
1280,G.E.,7B556BB,ABB,034W3000BC
1282,G.E.,7B557BB,ABB,034W3000AF
1283,G.E.,7B558,ABB,046X4500US
1284,G.E.,7B558BB,ABB,046W4500US
1286,G.E.,7B561BB,ABB,069W0400MP
1288,G.E.,7B562BB,ABB,069Z0412AN
1289,G.E.,7B563,ABB,069X0400UQ
1290,G.E.,7B563BB,ABB,069W0400UQ
1292,G.E.,7B565BB,ABB,069W0400MB
1294,G.E.,7B567BB,ABB,069W1200UW
1295,G.E.,7B569,ABB,069W1600XV
1296,G.E.,7B569BB,ABB,069W1600XV
1297,G.E.,7B570,ABB,069X1200US
1298,G.E.,7B570BB,ABB,069W1200US
1300,G.E.,7B571BB,ABB,069Z0412AN
1302,G.E.,7B572BB,ABB,069N0412AA
1303,G.E.,7B574,ABB,069W1600XK
1304,G.E.,7B574BB,ABB,069W1600XK
1306,G.E.,7B577BB,ABB,069W2000UN
1308,G.E.,7B578BB,ABB,069W2000UN
1310,G.E.,7B579BB,ABB,069W3000UB
1312,G.E.,7B580BB,ABB,069W2000UD
1313,G.E.,7B581,ABB,069X0412XN
1314,G.E.,7B581BB,ABB,069W0412XN
1315,G.E.,7B582,ABB,069X0412XN
1316,G.E.,7B582BB,ABB,069W0412XN
1317,G.E.,7B584,ABB,069X0412XN
1318,G.E.,7B584BB,ABB,069W0412XN
1322,G.E.,7B591BB,ABB,069W0400XQ
1327,G.E.,7B593BB,ABB,069W2000UD
1328,G.E.,7B594,ABB,069X1200XS
1329,G.E.,7B594BB,ABB,069W1200XS
1331,G.E.,7B595BB,ABB,034W1200UB
1333,G.E.,7B597BB,ABB,069W1200UA
1334,G.E.,7B604,ABB,069W1200XR
1335,G.E.,7B604BB,ABB,069W1200XR
1336,G.E.,7B605,ABB,034X1200UC
1337,G.E.,7B605BB,ABB,034W1200UC
1338,G.E.,7B608,ABB,015X2000UA
1339,G.E.,7B608BB,ABB,015W2000UA
1341,G.E.,7B610BB,ABB,069W0400UP
1343,G.E.,7B611BB,ABB,069Z0400AB
1345,G.E.,7B612BB,ABB,069Z0400UP
1347,G.E.,7B613BB,ABB,069W0400MB
1349,G.E.,7B614BB,ABB,069W1200UW
1351,G.E.,7B616BB,ABB,069W1200UU
1353,G.E.,7B618BB,ABB,046W2000UD
1354,G.E.,7B619,ABB,069W0400MN
1355,G.E.,7B619BB,ABB,069W0400MN
1356,G.E.,7B621,ABB,046X1200AK
1357,G.E.,7B621BB,ABB,046W1200AK
1358,G.E.,7B624,ABB,046W1200RS
1359,G.E.,7B624BB,ABB,046W1200RS
1360,G.E.,7B627,ABB,069X0400MG
1361,G.E.,7B627BB,ABB,069W0400MG
1362,G.E.,7B628,ABB,034X1200UM
1363,G.E.,7B628BB,ABB,034W1200UM
1364,G.E.,7B630,ABB,046X1200AH
1365,G.E.,7B631,ABB,046X0400UH
1366,G.E.,7B631BB,ABB,046W0400UH
1367,G.E.,7B633,ABB,046X1200AF
